latitude,longitude,title,thumbnail_url,reference_url,artist_name,year,art_type,location_description
34.081519,-118.386758,Cabinet of Wonder,images/40612739315.jpg,https://www.flickr.com/photos/weho/40612739315/in/album-72157608898733110/,Elena Manferdini,2017,Sculpture,627 La Peer Drive
34.093964,-118.375805,Dream Catcher,images/25029012948.jpg,https://www.flickr.com/photos/weho/25029012948/in/album-72157608898733110/,Janet Echelman,2017,Sculpture,8500 Sunset Blvd.
34.0829682,-118.3845428,Virginia Court Motel Diver,images/637025989637200000.jpg,https://www.weho.org/community/arts-and-culture/visual-arts/urban-art-program/the-virginia-court-motel-diver,Unknown,Unknown,Sculpture,647 N San Vicente Boulevard
34.035591,-118.170193,La 4 Milpas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m4s2_1703984_thumbnail.jpg,,unknown,1977,,East Los Angeles
34.035591,-118.170193,unknown,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8mr_1767444_thumbnail.jpg,,unknown,1976,,East Los Angeles
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8sb_1767447_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8zx_1767450_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q940_1767453_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q99k_1767456_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9fn_1767459_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9m7_1767462_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9qs_1833614_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9st_1767465_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9zd_1767468_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb4g_1767471_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.055856,-118.177603,La Doliente de Hidalgo,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb92_1767474_thumbnail.jpg,,Willie Herrón III,1976,,Mural located at 4301 City Terrace Ave. (and Miller) at the Mercado Hidalgo in City Terrace
34.035591,-118.170193,La Expedicion Punetiva,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m5bt_1701586_thumbnail.jpg,,unknown,circa 1970s,,East Los Angeles
34.073911, -118.214340,La Familia Hernandez,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2cw_1702819_thumbnail.jpg,,"Hernandez, Frank",1972,,Mural located at 2701 North Broadway (and Workman St.) in Lincoln Heights
34.073911, -118.214340,La Familia Hernandez,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2dd_1702822_thumbnail.jpg,,"Hernandez, Frank",1972,,Mural located at 2701 North Broadway (and Workman St.) in Lincoln Heights
34.050800,-118.198064,Medusa's Head,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhnr_1767522_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1971,,Mural located at 2765 Wabash on the entrance to the recreation center. Part of the City Wide Murals Project.
34.050800,-118.198064,Medusa's Head,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhqs_1767525_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1971,,Mural located at 2765 Wabash on the entrance to the recreation center. Part of the City Wide Murals Project.
34.050800,-118.198064,Medusa's Head,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhst_1767531_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1971,,Mural located at 2765 Wabash on the entrance to the recreation center. Part of the City Wide Murals Project.
34.050800,-118.198064,Medusa's Head,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhvv_1767537_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1971,,Mural located at 2765 Wabash on the entrance to the recreation center. Part of the City Wide Murals Project.
34.050800,-118.198064,Medusa's Head,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nj3z_1767543_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1971,,Mural located at 2765 Wabash on the entrance to the recreation center. Part of the City Wide Murals Project.
34.039901,-118.217750,Mi Abuelita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m248_1702804_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1970,,Mural located at Hollenback Park's three-sided band shell.
34.039901,-118.217750,Mi Abuelita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m269_1702807_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1970,,Mural located at Hollenback Park's three-sided band shell.
34.039901,-118.217750,Mi Abuelita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m27t_1702810_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1970,,Mural located at Hollenback Park's three-sided band shell.
34.039901,-118.217750,Mi Abuelita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m28b_1702813_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1970,,Mural located at Hollenback Park's three-sided band shell.
34.039901,-118.217750,Mi Abuelita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2bc_1702816_thumbnail.jpg,,"Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)",1970,,Mural located at Hollenback Park's three-sided band shell.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngmr_1704498_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at the Estrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngrt_1704546_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at the Estrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngn8_1704537_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngps_1704540_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngq9_1704543_thumbnail.jpg,,Willie Herrón III and Gronk ,1975,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngsb_1704549_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngtv_1704561_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.018798,-118.206665,Moratorium the Black and White Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngvc_1704568_thumbnail.jpg,,Willie Herrón III and Gronk ,1973,,Mural located at 3221 Olympic Blvd. at theEstrada Courts housing projects.
34.057837,-118.196475,Nico's Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktmp_1703352_thumbnail.jpg,,unknown,1976,,Nico's Meat Market
34.057837,-118.196475,Nico's Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qd5z_1833150_thumbnail.jpg,,unknown,1976,,Nico's Meat Market
34.020215,-118.208727,Ocean Fantasy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025np0b_1704273_thumbnail.jpg,,The Muralistics,1975,,Mural located at 3280 Glenn Ave at the Estrada Courts housing projects.
34.020761,-118.207828,Olympia,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nj0d_1704812_thumbnail.jpg,,"Felix, Charles W. (American painter, sculptor, and muralist, died 1990)",1976,,Mural located at 3310 Hunter St. at the Estrada Courts housing projects.
34.019366, -118.206346,Orale Raza,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngbm_1704450_thumbnail.jpg,,"Fierro, Frank",1974-1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.
34.019366, -118.206346,Orale Raza,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngc4_1704453_thumbnail.jpg,,"Fierro, Frank",1974-1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.
34.019366, -118.206346,Orale Raza,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngdn_1704456_thumbnail.jpg,,"Fierro, Frank",1974 - 1979,,Mural located at 1319 Lorena St. at the Estrada Courts housing projects.
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kv5f_1702717_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Brooklyn and Mednik
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1kh_1702724_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and Mednik (mural on Mednik)Designer David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1p2_1702741_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1qk_1702748_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1976,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1t4_1702763_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1xp_1702786_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1z6_1702792_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m206_1702795_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m227_1702798_thumbnail.jpg,,David A. Lopez and Sam Zepeda,1975,,Cesar Chavez and MednikDesigner David A. Lopez and Sam Zepeda
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1nj_1702735_thumbnail.jpg,,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here."
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1sm_1702756_thumbnail.jpg,,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here."
34.040602,-118.161909,Our Lady of Guadalupe,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m1vn_1702774_thumbnail.jpg,,"Zepeda, Sam|~|Lopez, David (American muralist and production , active 20th century)",1973,,"Mural is located on Brooklyn Ave (today Cesar E. Chavez Ave) and Mednik on the exterior of the Community Development Commission. It was originally painted on a wall of one of the old Casa Maravilla housing project bungalows. The adjacent panel primarily a poem was dedicated to a young gang member killed by gang violence. When the old housing project was torn down in 1975, the Housing Authority saved these two walls and eventually placed them here."
34.046589, -118.207768,Our People,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q3sx_1708279_thumbnail.jpg,,"Yepes, George (American muralist and painter, 1955)|~|Carrasco, Barbara, 1955-|~|Sakai, Rod|~|Valadez, John (American muralist, born 1951)|~|Avila, Glenna Boltuch (American muralist, born 1953)|~|Callejo, Carlos (American muralist, born 1930)|~|LimoÌn, Leo",1978,,"This mural is the second to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several s to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo LimÂ¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building."
