"latitude","longitude","title","artist_name","image_url"
34.0356,-118.1702,"La 4 Milpas","unknown","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m4s2_1703984_thumbnail.jpg"
34.0356,-118.1702,"unknown","unknown","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8mr_1767444_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8sb_1767447_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q8zx_1767450_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q940_1767453_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q99k_1767456_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9fn_1767459_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9m7_1767462_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9qs_1833614_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9st_1767465_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9zd_1767468_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb4g_1767471_thumbnail.jpg"
34.0559,-118.1776,"La Doliente de Hidalgo","Willie Herrón III","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qb92_1767474_thumbnail.jpg"
34.0356,-118.1702,"La Expedicion Punetiva","unknown","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m5bt_1701586_thumbnail.jpg"
34.0739,-118.2143,"La Familia Hernandez","Hernandez, Frank","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2cw_1702819_thumbnail.jpg"
34.0739,-118.2143,"La Familia Hernandez","Hernandez, Frank","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2dd_1702822_thumbnail.jpg"
34.0508,-118.1981,"Medusa's Head","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhnr_1767522_thumbnail.jpg"
34.0508,-118.1981,"Medusa's Head","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhqs_1767525_thumbnail.jpg"
34.0508,-118.1981,"Medusa's Head","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhst_1767531_thumbnail.jpg"
34.0508,-118.1981,"Medusa's Head","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nhvv_1767537_thumbnail.jpg"
34.0508,-118.1981,"Medusa's Head","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nj3z_1767543_thumbnail.jpg"
34.0399,-118.2178,"Mi Abuelita","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m248_1702804_thumbnail.jpg"
34.0399,-118.2178,"Mi Abuelita","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m269_1702807_thumbnail.jpg"
34.0399,-118.2178,"Mi Abuelita","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m27t_1702810_thumbnail.jpg"
34.0399,-118.2178,"Mi Abuelita","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m28b_1702813_thumbnail.jpg"
34.0399,-118.2178,"Mi Abuelita","Baca, Judith Francisca (Mexican-American installation  and muralist, born 1946)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2bc_1702816_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngmr_1704498_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngrt_1704546_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngn8_1704537_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngps_1704540_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngq9_1704543_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngsb_1704549_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngtv_1704561_thumbnail.jpg"
34.0188,-118.2067,"Moratorium the Black and White Mural","Willie Herrón III and Gronk","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngvc_1704568_thumbnail.jpg"
34.0578,-118.1965,"Nico's Meat Market","unknown","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktmp_1703352_thumbnail.jpg"
34.0578,-118.1965,"Nico's Meat Market","unknown","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qd5z_1833150_thumbnail.jpg"
34.0202,-118.2087,"Ocean Fantasy","The Muralistics","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025np0b_1704273_thumbnail.jpg"
34.0208,-118.2078,"Olympia","Felix, Charles W. (American painter, sculptor, and muralist, died 1990)","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nj0d_1704812_thumbnail.jpg"
34.0194,-118.2063,"Orale Raza","Fierro, Frank","http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngbm_1704450_thumbnail.jpg"
